date,tweet_count,mean_vader,std_vader,vader_pos_ratio,vader_neg_ratio,finbert_pos_ratio,finbert_neg_ratio,finbert_neu_ratio,mean_finbert_score,price,volume,market_cap,price_return,log_return
2022-08-21,9032,0.15927664968999114,0.41260859271914485,0.43379096545615586,0.17880868024800708,0.062444641275465014,0.0670947741364039,0.8704605845881311,0.8683078563099841,21538,31668025093.175854,411375800000.0,-0.0023623141414609,-0.0023651088076328
2022-08-22,9602,0.14649960424911476,0.4110843089381424,0.43178504478233704,0.20297854613622163,0.0588419079358467,0.09883357633826287,0.8423245157258904,0.8627835828093185,21576,21095094144.68072,412101600000.0,0.0017643235212183,0.0017627689307397
2022-08-23,5605,0.1493428545941124,0.411177042370358,0.4374665477252453,0.18965209634255129,0.05798394290811775,0.08563782337198929,0.856378233719893,0.8705057920992747,21491,23857237301.688698,410478100000.0,-0.0039395624768261,-0.0039473429943598
2022-08-24,6608,0.16003600181598063,0.40811053193460406,0.4338680387409201,0.18280871670702178,0.06053268765133172,0.07490920096852301,0.8645581113801453,0.8690186039416106,21637,37076223831.06136,413266700000.0,0.0067935414824811,0.0067705693622236
2022-08-25,9691,0.1608137963058508,0.40912793339359527,0.4450521102053452,0.18780311629346816,0.07089051697451243,0.06985863172015272,0.8592508513053349,0.8630905927562231,21626,38619053897.69543,413056600000.0,-0.0005083884087442,-0.0005085176819471
2022-08-26,6203,0.13692108657101404,0.4163856220925165,0.41383201676608095,0.20828631307431889,0.07077220699661455,0.08995647267451233,0.8392713203288731,0.8635341607138705,20049,44187743310.855255,382935900000.0,-0.0729214833996115,-0.0757170173263025
2022-08-27,10366,0.14237955817094347,0.4240661096690453,0.4222458035886552,0.20490063669689368,0.06347675091645764,0.10158209531159561,0.8349411537719468,0.8601168156239417,19999,28145633953.4538,381980900000.0,-0.0024938899695745,-0.0024970048930934
2022-08-28,9882,0.15054550698239225,0.4277599168215476,0.4387775753895973,0.20461445051608987,0.059400930985630436,0.08459825946164744,0.8560008095527222,0.8645632841270526,19969,29261492650.87172,381407900000.0,-0.0015000750037501,-0.0015012012426947
2022-08-29,5172,0.12709638437741685,0.40960179367717636,0.40893271461716935,0.20475638051044084,0.06883217324052592,0.09242072699149265,0.8387470997679815,0.8661495939888239,20289,31738895281.8952,387519900000.0,0.0160248384996744,0.0158977961996579
2022-08-30,891,0.14301481481481482,0.39282618328550434,0.4208754208754209,0.18742985409652077,0.08417508417508418,0.06734006734006734,0.8484848484848485,0.8659300321146561,20048,24736783977.107143,382916800000.0,-0.01187835773079,-0.0119494691072
