,mean_vader,vader_pos_ratio,vader_neg_ratio,tweet_count,price_return,log_return,volume
mean_vader,1.0,0.9162447604694204,-0.8494903115638568,0.4374156925774177,0.2182205357899618,0.22783189064298928,-0.5903763214922034
vader_pos_ratio,0.9162447604694204,1.0,-0.6238292844815496,0.42966498925089336,0.2499713542445623,0.25785401480329506,-0.5085643064884975
vader_neg_ratio,-0.8494903115638568,-0.6238292844815496,1.0,-0.33952510545276704,-0.24098447791088085,-0.2509267974711471,0.49257051028177284
tweet_count,0.4374156925774177,0.42966498925089336,-0.33952510545276704,1.0,0.13673854551598236,0.13867006677947116,-0.2596131236922972
price_return,0.2182205357899618,0.2499713542445623,-0.24098447791088085,0.13673854551598236,1.0,0.9994457150872694,-0.18068853680384897
log_return,0.22783189064298928,0.25785401480329506,-0.2509267974711471,0.13867006677947116,0.9994457150872694,1.0,-0.19670869578227734
volume,-0.5903763214922034,-0.5085643064884975,0.49257051028177284,-0.2596131236922972,-0.18068853680384897,-0.19670869578227734,1.0
